function,file,project
getInstalledPackages,kcanotify/app/src/main/java/com/antest1/kcanotify/KcaPackageListViewAdpater.java,kcanotify
getInstalledApplications,listlauncher/app/src/main/java/com/amagital/launcher/list/AppLoader.java,listlauncher
getInstalledPackages,forcedoze/app/src/main/java/com/suyashsrijan/forcedoze/ForceDozeService.java,forcedoze
getInstalledApplications,forcedoze/app/src/main/java/com/suyashsrijan/forcedoze/Utils.java,forcedoze
getInstalledPackages,fitnotifications/app/src/main/java/com/abhijitvalluri/android/fitnotifications/AppChoicesActivity.java,fitnotifications
getInstalledApplications,fitnotifications/app/src/main/java/com/abhijitvalluri/android/fitnotifications/utils/Func.java,fitnotifications
getInstalledPackages,fitnotifications/app/src/main/java/com/abhijitvalluri/android/fitnotifications/utils/Func.java,fitnotifications
getInstalledPackages,quicklic_floatinglauncher/Quicklic/src/quicklic/quicklic/favorite/ApkListActivity.java,quicklic_floatinglauncher
getInstalledPackages,cor-engine/projects/cor_lib_test_main/cocos2d/plugin/plugins/alipay/proj.android/src/org/cocos2dx/plugin/MobileSecurePayHelper.java,cor-engine
getInstalledPackages,cor-engine/projects/cor_lib_test_main_v_3_6/cocos2d/plugin/plugins/alipay/proj.android/src/org/cocos2dx/plugin/MobileSecurePayHelper.java,cor-engine
getInstalledApplications,toaster/app/src/main/java/org/mars3142/android/toaster/loader/PackageLoader.java,toaster
getInstalledApplications,networklog/ActionBarSherlock/samples/fragments/src/com/actionbarsherlock/sample/fragments/LoaderCustomSupport.java,networklog
getInstalledApplications,networklog/src/com/googlecode/networklog/ApplicationsTracker.java,networklog
getInstalledPackages,powerswitch_android/LocaleApi/src/main/java/com/twofortyfouram/locale/PackageUtilities.java,powerswitch_android
getInstalledPackages,apde/APDE/src/main/java/com/calsignlabs/apde/tool/UninstallSketch.java,apde
getInstalledApplications,owasp-seraphimdroid/Resources/src/org/owasp/seraphimdroid/PermissionScannerFragment.java,owasp-seraphimdroid
getInstalledPackages,owasp-seraphimdroid/Resources/src/org/owasp/seraphimdroid/AppLockFragment.java,owasp-seraphimdroid
getInstalledApplications,owasp-seraphimdroid/Seraphimdroid/app/src/main/java/org/owasp/seraphimdroid/PermissionScannerFragment.java,owasp-seraphimdroid
getInstalledPackages,owasp-seraphimdroid/Seraphimdroid/app/src/main/java/org/owasp/seraphimdroid/AppLockFragment.java,owasp-seraphimdroid
getInstalledApplications,alwaysondisplayamoled/app/src/main/java/com/tomer/alwayson/SettingsFragment.java,alwaysondisplayamoled
getInstalledApplications,alwaysondisplayamoled/app/src/main/java/com/tomer/alwayson/helpers/Utils.java,alwaysondisplayamoled
getInstalledApplications,norootscriptdroid/app/src/main/java/org/autojs/autojs/ui/shortcut/ShortcutIconSelectActivity.java,norootscriptdroid
getInstalledApplications,norootscriptdroid/autojs/src/main/java/com/stardust/autojs/runtime/api/AppUtils.java,norootscriptdroid
getInstalledApplications,datfm/src/com/zlab/datFM/datFM_IO_Fetch.java,datfm
getInstalledPackages,tasquid/astrid/src/com/todoroo/astrid/service/StartupService.java,tasquid
getInstalledApplications,tasquid/actionbarsherlock/samples/fragments/src/com/actionbarsherlock/sample/fragments/LoaderCustomSupport.java,tasquid
getInstalledApplications,assist-me/app/src/main/java/com/pin/assistme/Main1.java,assist-me
getInstalledPackages,assist-me/floatingMenu/src/main/java/fr/anthonyfernandez/floatingmenu/Manager/RetrievePackages.java,assist-me
getInstalledPackages,assist-me/floatingMenu/src/main/java/fr/anthonyfernandez/floatingmenu/Service/ServiceFloating.java,assist-me
getInstalledPackages,devicecontrol/app/src/main/java/org/namelessrom/devicecontrol/modules/appmanager/BaseAppListFragment.java,devicecontrol
getInstalledPackages,ctrlvkeyboard/app/src/main/java/com/twofortyfouram/locale/PackageUtilities.java,ctrlvkeyboard
getInstalledApplications,open-android/OpenAndroid/src/main/java/com/nickstephen/openandroid/components/AppBrowserListFrag.java,open-android
getInstalledApplications,projectall/HuaXiaApp/app/src/main/java/com/framwork/Utils/AntiHijackingUtil.java,projectall
getInstalledApplications,pgapp/plugins/com.phonegap.plugins.barcodescanner/src/android/LibraryProject/src/com/google/zxing/client/android/share/LoadPackagesAsyncTask.java,pgapp
getInstalledPackages,cocos-quick-cpp/publibs/cocos2dx/plugin/plugins/alipay/proj.android/src/org/cocos2dx/plugin/MobileSecurePayHelper.java,cocos-quick-cpp
getInstalledApplications,12hoursandroid/app/src/main/java/com/tajchert/hours/ui/ActivityWidgetSettings.java,12hoursandroid
getInstalledApplications,12hoursandroid/app/src/main/java/com/tajchert/hours/ui/AppArrayAdapter.java,12hoursandroid
getInstalledApplications,airpush-detector/src/com/brosmike/airpushdetector/Detector.java,airpush-detector
getInstalledPackages,simplepackageinfo/app/src/main/java/com/nfllab/android/simplepackageinfo/PackageListActivity.java,simplepackageinfo
getInstalledPackages,lydia/Autosense/Autosense/src/main/java/com/autosenseapp/buttons/appButtons/AppLaunchButton.java,lydia
getInstalledPackages,lydia/Autosense/Autosense/src/main/java/com/autosenseapp/fragments/LauncherFragment.java,lydia
getInstalledApplications,historycleanerpro/HistoryCleaner/app/src/main/java/com/ayros/historycleaner/cleaning/items/_System_Cache.java,historycleanerpro
getInstalledPackages,historycleanerpro/HistoryCleaner/app/src/main/java/com/ayros/historycleaner/helpers/Helper.java,historycleanerpro
getInstalledApplications,123qrreader/plugins/phonegap-plugin-barcodescanner/src/android/LibraryProject/src/com/google/zxing/client/android/share/LoadPackagesAsyncTask.java,123qrreader
getInstalledPackages,xposedapplocale/app/src/main/java/com/zhangfx/xposed/applocale/MainActivity.java,xposedapplocale
getInstalledApplications,android-cache-cleaner/CacheCleaner/src/main/java/com/frozendevs/cache/cleaner/model/CleanerService.java,android-cache-cleaner
getInstalledApplications,newtifry/android/newtifry/src/com/newtifry/android/Newtifry.java,newtifry
getInstalledApplications,android-advancedwebview/Source/library/src/main/java/im/delight/android/webview/AdvancedWebView.java,android-advancedwebview
getInstalledApplications,vtmobile/app/src/main/java/com/bulbasauro/misc/AdvancedWebView.java,vtmobile
getInstalledPackages,yuzubrowser/legacy/src/main/java/jp/hazuki/yuzubrowser/legacy/utils/appinfo/AppListTask.java,yuzubrowser
getInstalledApplications,appinspector/src/bg/projectoria/appinspector/AppsListFragment.java,appinspector
getInstalledApplications,vpn-toggle/app/src/main/java/com/codingbad/vpntoggle/fragment/ApplicationsListFragment.java,vpn-toggle
getInstalledApplications,my-pkgs/app/src/main/java/com/nagopy/android/mypkgs/model/loader/ApplicationLoader.java,my-pkgs
getInstalledApplications,my-pkgs/app/src/main/java/com/nagopy/android/mypkgs/util/Logic.java,my-pkgs
getInstalledPackages,apkextractor/src/axp/tool/apkextractor/MainActivity.java,apkextractor
getInstalledPackages,pebblenotificationcenter-android/app/src/main/java/com/matejdro/pebblenotificationcenter/ui/AppListFragment.java,pebblenotificationcenter-android
getInstalledPackages,pebblenotificationcenter-android/app/src/main/java/com/matejdro/pebblenotificationcenter/tasker/TaskerAppListActivity.java,pebblenotificationcenter-android
getInstalledPackages,contentblocker/adguard_cb/src/main/java/com/adguard/android/contentblocker/commons/BrowserUtils.java,contentblocker
getInstalledPackages,pingpongcocos2dx/cocos2d/plugin/plugins/alipay/proj.android/src/org/cocos2dx/plugin/MobileSecurePayHelper.java,pingpongcocos2dx
getInstalledPackages,keyblocker/app/src/main/java/tool/xfy9326/keyblocker/activity/SettingsActivity.java,keyblocker
getInstalledPackages,wearvibrationcenter/mobile/src/main/java/com/matejdro/wearvibrationcenter/ui/AppPickerFragment.java,wearvibrationcenter
getInstalledPackages,android-proxy/proxy-settings/src/main/java/com/lechucksoftware/proxy/proxysettings/feedbackutils/PackagesUtils.java,android-proxy
getInstalledPackages,reshadow/src/main/java/com/biganiseed/reindeer/Tools.java,reshadow
getInstalledApplications,foxit/android/src/com/foxyourprivacy/f0x1t/activities/Analysis.java,foxit
getInstalledApplications,foxit/android/src/com/foxyourprivacy/f0x1t/fragments/AppListFragment.java,foxit
getInstalledApplications,kk-android-reinstall-apk/src/jp/ne/sakura/kkkon/android/reinstallapk/MainActivity.java,kk-android-reinstall-apk
getInstalledApplications,slidingmenuusage/actionbarsherlock-samples/fragments/src/com/actionbarsherlock/sample/fragments/LoaderCustomSupport.java,slidingmenuusage
getInstalledPackages,wificallingcontrols/locale-api/src/com/twofortyfouram/locale/PackageUtilities.java,wificallingcontrols
getInstalledApplications,wificallingcontrols/App/src/main/java/com/ajhodges/wificallingcontrols/ipphone/WifiCallingManager.java,wificallingcontrols
getInstalledPackages,otgsubs/substratum-packager/src/main/java/com/pddstudio/substratum/packager/utils/ApkHelper.java,otgsubs
getInstalledApplications,dashclock-warning/src/main/java/com/mridang/warning/WarningActivity.java,dashclock-warning
getInstalledApplications,disableproxsensor/app/src/main/java/com/mrchandler/disableprox/ui/AppSettingsFragment.java,disableproxsensor
getInstalledPackages,disableproxsensor/app/src/main/java/com/twofortyfouram/locale/PackageUtilities.java,disableproxsensor
getInstalledApplications,kitchensync/ActionBarSherlock/samples/fragments/src/com/actionbarsherlock/sample/fragments/LoaderCustomSupport.java,kitchensync
getInstalledApplications,bionlpocr/src/com/google/zxing/client/android/share/LoadPackagesAsyncTask.java,bionlpocr
getInstalledPackages,listmyaps/src/de/onyxbits/listmyapps/ListTask.java,listmyaps
getInstalledApplications,lirbireader/app/src/main/java/com/foobnix/sys/BitmapActivity.java,lirbireader
getInstalledPackages,serviceexplorer/app/src/main/java/com/nachtimwald/android/serviceexplorer/ServiceListFragment.java,serviceexplorer
getInstalledApplications,remotedroid/app/src/main/java/in/omerjerk/remotedroid/app/MainStarter.java,remotedroid
getInstalledPackages,archon-packager/app/src/main/java/me/bpear/archonpackager/activityInstalled.java,archon-packager
getInstalledApplications,checkey/app/src/main/java/info/guardianproject/checkey/AppListLoader.java,checkey
getInstalledPackages,tui-consolelauncher/app/src/main/java/ohi/andre/consolelauncher/managers/AppsManager.java,tui-consolelauncher
getInstalledApplications,outsystemsnow-android/outsystems-app-android/Outsystems/plugins/com.phonegap.plugins.barcodescanner/src/android/LibraryProject/src/com/google/zxing/client/android/share/LoadPackagesAsyncTask.java,outsystemsnow-android
getInstalledApplications,paco/Paco/src/com/pacoapp/paco/sensors/android/AndroidInstalledApplications.java,paco
getInstalledPackages,paco/Paco/src/com/pacoapp/paco/sensors/android/AndroidInstalledApplications.java,paco
getInstalledPackages,busybox/app/src/main/java/com/jrummyapps/busybox/InstalledEventReceiver.java,busybox
getInstalledPackages,inspeckage/app/src/main/java/mobi/acpm/inspeckage/ui/MainFragment.java,inspeckage
getInstalledPackages,inspeckage/app/src/main/java/mobi/acpm/inspeckage/util/PackageDetail.java,inspeckage
getInstalledPackages,fireattack/cocos2d/plugin/plugins/alipay/proj.android/src/org/cocos2dx/plugin/MobileSecurePayHelper.java,fireattack
getInstalledApplications,rattrap/Framework/AntiVirus/src/xiaowang/filebrowser/bean/FileBrowser.java,rattrap
getInstalledPackages,websms-connector-cabbage/src/com/mikebl71/android/websms/connector/cabbage/CaptcherSolverClient.java,websms-connector-cabbage
getInstalledApplications,headsup/project/app/src/main/java/com/achep/acdisplay/ui/activities/BlacklistActivity.java,headsup
getInstalledPackages,soulissapp/taskerapi/src/main/java/com/twofortyfouram/locale/PackageUtilities.java,soulissapp
getInstalledPackages,prefx/prefx/src/oshai/prefx/SmsForwardActivity.java,prefx
getInstalledPackages,lampshade/mobile/src/main/java/com/twofortyfouram/locale/PackageUtilities.java,lampshade
getInstalledApplications,swiftp/app/src/main/java/be/ppareit/swiftp/App.java,swiftp
getInstalledPackages,ir-remote/src/org/twinone/irremote/ir/io/HTCReceiver.java,ir-remote
getInstalledApplications,desenvolvimento-android/ExemploZXingIntegration/zxing-source/com/google/zxing/client/android/share/LoadPackagesAsyncTask.java,desenvolvimento-android
getInstalledPackages,aceim/Ace IM/src/aceim/app/SmileysManager.java,aceim
getInstalledPackages,aceim/Ace IM/src/aceim/app/themeable/ThemesManager.java,aceim
getInstalledApplications,starglider/build/android/src/com/brooks/jeremy/starglider/glglue/NativeGame.java,starglider
getInstalledPackages,ikaszopa/ikaszopa/cocos2d/plugin/plugins/alipay/proj.android/src/org/cocos2dx/plugin/MobileSecurePayHelper.java,ikaszopa
getInstalledApplications,sneer/android/android.main/src/main/java/sneer/android/ipc/Plugins.java,sneer
getInstalledPackages,iziozi/iziozi/src/main/java/it/iziozi/iziozi/helpers/IOHelper.java,iziozi
getInstalledPackages,diabhelp-app-android/Diabhelp/app/src/main/java/fr/diabhelp/diabhelp/Models/ModuleList.java,diabhelp-app-android
getInstalledPackages,diabhelp-app-android/Diabhelp/app/src/main/java/fr/diabhelp/diabhelp/Core/CatalogueFragment.java,diabhelp-app-android
getInstalledPackages,linemonitorbot/src/com/kovaciny/linemonitorbot/FloatingToolbarFragment.java,linemonitorbot
getInstalledPackages,contentproviderhelper/app/src/main/java/com/jensdriller/contentproviderhelper/task/SearchProvidersTask.java,contentproviderhelper
getInstalledPackages,trebleshot/app/src/main/java/com/genonbeta/TrebleShot/adapter/ApplicationListAdapter.java,trebleshot
getInstalledApplications,net-top/app/src/main/java/org/alvarogp/nettop/metric/data/android/owner/InstalledApplications.java,net-top
getInstalledPackages,applist/app/src/main/java/com/dwak/applist/MainActivity.java,applist
getInstalledPackages,applist/app/src/main/java/com/dwak/applist/AppListApplication.java,applist
getInstalledPackages,applist/app/src/main/java/com/dwak/applist/AppListFragment.java,applist
getInstalledPackages,applist/app/src/main/java/com/dwak/applist/AppListAdapter.java,applist
getInstalledApplications,tcg/app/src/main/java/ec/orangephi/tcg/ShareActivity.java,tcg
getInstalledPackages,phoenix/app/src/main/java/tk/giesecke/phoenix/Phoenix.java,phoenix
getInstalledApplications,phoenix/app/src/main/java/tk/giesecke/phoenix/ReBoot.java,phoenix
getInstalledApplications,easyaccess/src/org/easyaccess/AllAppsActivity.java,easyaccess
getInstalledPackages,dashclock-updates/src/main/java/com/mridang/updates/WidgetSettings.java,dashclock-updates
getInstalledPackages,dashclock-updates/src/main/java/com/mridang/updates/UpdatesWidget.java,dashclock-updates
getInstalledApplications,podemu/app/src/main/java/com/rp/podemu/SettingsActivity.java,podemu
getInstalledPackages,showpermissions/src/com/qidu/lin/showpermissions/MainActivity.java,showpermissions
getInstalledApplications,myapplist/application/src/main/java/com/projectsexception/myapplist/util/AppUtil.java,myapplist
getInstalledPackages,myapplist/application/src/main/java/com/projectsexception/myapplist/util/AppUtil.java,myapplist
getInstalledPackages,powerfactorcorrection/app/src/main/java/com/gmail/simpson/o/alexis/PowerFactorCorrection.java,powerfactorcorrection
getInstalledPackages,opacclient/opacclient/opacapp/src/main/java/de/geeksfactory/opacclient/barcode/BarcodeScanIntegrator.java,opacclient
getInstalledPackages,brailleback/braille/libraries/utils/src/com/googlecode/eyesfree/utils/ClassLoadingManager.java,brailleback
getInstalledApplications,trainingmode/app/src/main/java/ismisepaul/trainingmode/SettingsActivity.java,trainingmode
getInstalledApplications,amazefilemanager/app/src/main/java/com/amaze/filemanager/asynchronous/loaders/AppListLoader.java,amazefilemanager
getInstalledPackages,kernel-tuner/src/main/java/rs/pedjaapps/kerneltuner/fragments/SystemInfoFragment.java,kernel-tuner
getInstalledPackages,kernel-tuner/src/main/java/rs/pedjaapps/kerneltuner/appmanager/ApplicationManagerActivity.java,kernel-tuner
getInstalledApplications,flashblinkservice/java/com/scrat/flashblinkservice/StAct.java,flashblinkservice
getInstalledApplications,yona-app-android/openvpn/src/main/java/de/blinkt/openvpn/fragments/Settings_Allowed_Apps.java,yona-app-android
getInstalledPackages,lbv/app/src/main/java/ms/gwillia/lbv/MainActivity.java,lbv
getInstalledPackages,outclassdl/app/src/main/java/Base/com/sportsoutclass/outclassdl/AboutPageRVAdapter.java,outclassdl
getInstalledPackages,outclassdl/app/src/main/java/Base/com/sportsoutclass/outclassdl/AppRater.java,outclassdl
getInstalledPackages,blackhole/src/main/java/org/thezero/applist/InstalledAppsHelper.java,blackhole
getInstalledApplications,advanced-settings-for-android-wear/wear/src/main/java/com/sssemil/advancedsettings/util/Utils.java,advanced-settings-for-android-wear
getInstalledApplications,androidtest/support4Demos/src/main/java/com/example/android/supportv4/app/LoaderCustomSupport.java,androidtest
getInstalledApplications,androidtest/UsefulCodeTest/src/main/java/com/y/UsefulCode.java,androidtest
getInstalledApplications,androidtest/UsefulCodeTest/src/main/java/com/y/MainActivity.java,androidtest
getInstalledPackages,rights-alert/src/fr/keuse/rightsalert/thread/LoadApplicationsThread.java,rights-alert
getInstalledPackages,treebolic/treebolic/src/main/java/org/treebolic/Services.java,treebolic
getInstalledPackages,flyve-mdm-android-agent/app/src/main/java/org/flyve/mdm/agent/utils/AppInfo.java,flyve-mdm-android-agent
getInstalledApplications,projetointelligencecredenciamento/Intelligence/zxing-source/com/google/zxing/client/android/share/LoadPackagesAsyncTask.java,projetointelligencecredenciamento
getInstalledPackages,expouvg/ExpoUVG_Final/piwik-sdk/src/test/java/org/piwik/sdk/testhelper/FullEnvTestLifeCycle.java,expouvg
getInstalledApplications,bug_radar/app/src/main/java/com/error/hunter/MainActivity.java,bug_radar
getInstalledPackages,maxs/main/src/org/projectmaxs/main/util/PermCheck.java,maxs
getInstalledPackages,maxs/main/src/org/projectmaxs/shared/global/util/PackageManagerUtil.java,maxs
getInstalledApplications,afwall/aFWall/src/main/java/dev/ukanth/ufirewall/Api.java,afwall
getInstalledApplications,afwall/aFWall/src/main/java/dev/ukanth/ufirewall/MainActivity.java,afwall
getInstalledPackages,afwall/aFWall/src/main/java/com/twofortyfouram/locale/PackageUtilities.java,afwall
getInstalledPackages,mlmanager/app/src/main/java/com/javiersantos/mlmanager/activities/MainActivity.java,mlmanager
getInstalledPackages,home/home/src/main/java/com/rajpriya/home/InstalledAppsFragment.java,home
getInstalledApplications,gpslogger/gpslogger/src/main/java/com/mendhak/gpslogger/common/Systems.java,gpslogger
getInstalledApplications,anticipate/app/src/main/java/com/pluscubed/anticipate/MainActivity.java,anticipate
getInstalledApplications,anticipate/app/src/main/java/com/pluscubed/anticipate/filter/DbUtil.java,anticipate
getInstalledPackages,pgmacdesign-android_rsr_toolbox/src/com/pgmacdesign/rsrtoolbox/Calculator.java,pgmacdesign-android_rsr_toolbox
